,number,title,subtitle,authors,publisher,published_date,category,distribution_expense
2072,9781640000000,Fighting Churn with Data,The science and strategy of customer retention,Carl Gold,Simon and Schuster,2020-11-13,NLP,4.22
2073,9783320000000,Machine Learning for Text,,Charu C. Aggarwal,Springer,2018-03-19,NLP,3.19
2074,9781110000000,Natural Language Generation in Interactive Systems,,"Amanda Stent, Srinivas Bangalore",Cambridge University Press,2014-12-06,NLP,6.9
2075,9781120000000,Natural Language Processing and Computational Linguistics,"Speech, Morphology and Syntax",Mohamed Zakaria Kurdi,John Wiley & Sons,2016-08-17,NLP,7.3
2076,9781640000000,Machine Learning Bookcamp,Build a portfolio of real-life projects,Alexey Grigorev,Simon and Schuster,2021-11-23,NLP,4.55
2077,9780260000000,Introduction to Deep Learning,,Eugene Charniak,MIT Press,2019-02-19,NLP,5.6
2078,3031794737,Natural Language Processing for the Semantic Web,,"Diana Maynard, Kalina Bontcheva, Isabelle Augenstein",Springer,2016-12-13,NLP,4.55
2079,3125179947,Cambridge Advanced Learner's Dictionary KLETT VERSION,,Kate Woodford,Cambridge University Press,2003-02-13,NLP,5.6
2080,9780260000000,Deep Learning,,"Ian Goodfellow, Yoshua Bengio, Aaron Courville",MIT Press,2016-10-11,NLP,4.22
2081,9781640000000,Deep Learning for Search,,Tommaso Teofili,Simon and Schuster,2019-02-06,NLP,3.19
2082,3031007344,Natural Language Data Management and Interfaces,,"Yunyao Li, Davood Rafiei",Springer,2018-08-13,NLP,6.9
2083,9789030000000,Memory-Based Parsing,,Sandra Kübler,John Benjamins Publishing,2004-10-31,NLP,7.3
2084,1790764165,Python Programming,"This Book Includes: Deep Learning with Keras, Convolutional Neural Networks, Machine Learning, Tensorflow, Data Analytics, Natural Language Processing, Devops Handbook and Adoption",Frank Millstein,Independently Published,2018-10-12,NLP,4.55
2085,9781640000000,Advanced Algorithms and Data Structures,,Marcello La Rocca,Simon and Schuster,2021-10-08,NLP,5.6
2086,UOM:39015032581681,Usability Inspection Methods,,"Jakob Nielsen, Robert L. Mack",John Wiley & Sons Incorporated,1994-09-05,NLP,4.22
2087,9789030000000,Literary Detective Work on the Computer,,Michael P. Oakes,John Benjamins Publishing Company,2014-05-15,NLP,3.19
2088,9780240000000,A Promised Land,,Barack Obama,Penguin UK,2020-11-17,NLP,6.9
2089,9789030000000,"Exploring Time, Tense, and Aspect in Natural Language Database Interfaces",,Ion Androutsopoulos,John Benjamins Publishing,2002-01-01,NLP,7.3
2090,9788190000000,Multiple Choice Questions in Computer Science,,Ela Kumar,I. K. International Pvt Ltd,2013-12-30,NLP,4.55
2091,9781850000000,Natural Language Processing and Computational Linguistics 2,"Semantics, Discourse and Applications",Mohamed Zakaria Kurdi,John Wiley & Sons,2018-02-28,NLP,5.6
2092,9781620000000,Math for Programmers,"3D graphics, machine learning, and simulations with Python",Paul Orland,Manning Publications,2021-12-01,NLP,4.22
2093,9781120000000,Collaborative Annotation for Reliable Natural Language Processing,Technical and Sociological Aspects,Karën Fort,John Wiley & Sons,2016-06-14,NLP,3.19
2094,9781140000000,Handbook of Cognitive Linguistics and Second Language Acquisition,,"Peter Robinson, Nick C. Ellis",Routledge,2008-03-29,NLP,6.9
2095,3319257889,Statistical Language and Speech Processing,"Third International Conference, SLSP 2015, Budapest, Hungary, November 24-26, 2015, Proceedings","Adrian-Horia Dediu, Carlos Martín-Vide, Klára Vicsi",Springer,2015-10-27,NLP,7.3
2096,UOM:39015003731885,Natural Language Information Processing,A Computer Grammar of English and Its Applications,Naomi Sager,Addison-Wesley,1981-01-01,NLP,4.55
2097,9783320000000,Language Engineering,Essays in Theory and Practice of Applied Natural Language Computing,Hans (Ed.) Haugeneder,Springer-Verlag,2013-08-03,NLP,5.6
2098,9401050414,"Neural Networks for Vision, Speech and Natural Language",,"R. Linggard, D.J. Myers, C. Nightingale",Springer,2012-05-11,NLP,4.22
2099,3319041746,Natural Language in Business Process Models,"Theoretical Foundations, Techniques, and Applications",Henrik Leopold,Springer,2013-12-16,NLP,3.19
2100,9789810000000,Artificial Intelligence Accelerates Human Learning,Discussion Data Analytics,Katashi Nagao,Springer,2019-02-02,NLP,6.9
2101,331941335X,Natural Language Understanding in a Semantic Web Context,,Caroline Barrière,Springer,2016-08-15,NLP,7.3
2102,9781640000000,Deep Learning and the Game of Go,,"Kevin Ferguson, Max Pumperla",Simon and Schuster,2019-06-01,NLP,4.55
2103,9783030000000,Linguistic Fundamentals for Natural Language Processing,100 Essentials from Morphology and Syntax,Emily M. Bender,Springer Nature,2022-05-31,NLP,5.6
2104,9781640000000,"Bootstrapping Microservices with Docker, Kubernetes, and Terraform",A project-based guide,Ashley Davis,Simon and Schuster,2021-01-23,NLP,4.22
2105,9781640000000,Deep Learning with JavaScript,Neural networks in TensorFlow.js,"Stanley Bileschi, Eric Nielsen, Shanqing Cai",Simon and Schuster,2020-01-24,NLP,3.19
2106,9781840000000,Data Mining,"Methods, Applications and Systems",Derya Birant,BoD – Books on Demand,2021-01-20,NLP,6.9
2107,1489991824,Where Humans Meet Machines,Innovative Solutions for Knotty Natural-Language Problems,"Amy Neustein, Judith A. Markowitz",Springer,2013-07-14,NLP,7.3
2108,UCAL:B3678322,Program Construction,International Summer School,"F.L. Bauer, E.W. Dijkstra, S.L. Gerhart, D. Gries, M. Griffiths, J. V. Guttag",Lecture Notes in Computer Science,1979-01-06,NLP,4.55
2109,9789030000000,Lexical Functions in Lexicography and Natural Language Processing,,Leo Wanner,John Benjamins Publishing,1996-01-01,NLP,5.6
2110,9780790000000,Integration of Natural Language and Vision Processing,(Volume II) Intelligent Multimedia,Paul Mc Kevitt,Springer,1995-10-31,NLP,4.22
2111,3540609253,"Connectionist, Statistical and Symbolic Approaches to Learning for Natural Language Processing",,"Stefan Wermter, Ellen Riloff, Gabriele Scheler",Springer,1996-03-15,NLP,3.19
2112,UOM:39015014210051,Natural Language Processing in the 1980s,A Bibliography,"Gerald Gazdar, Alex Franz, Karen Osborne, Roger Evans",Center for the Study of Language and Information Publications,1987-01-11,NLP,6.9
2113,9783030000000,Formalizing Natural Languages with NooJ 2018 and Its Natural Language Processing Applications,"12th International Conference, NooJ 2018, Palermo, Italy, June 20–22, 2018, Revised Selected Papers","Ignazio Mauro Mirto, Mario Monteleone, Max Silberztein",Springer,2018-12-24,NLP,7.3
2114,9783030000000,Ontology-Based Interpretation of Natural Language,,Philipp Cimiano,Springer Nature,2022-01-06,NLP,4.55
2115,9781480000000,The Unmade Bed,The Messy Truth about Men and Women in the 21st Century,Stephen Marche,Simon and Schuster,2017-07-03,NLP,5.6
2116,3319142054,Harmonization and Development of Resources and Tools for Italian Natural Language Processing within the PARLI Project,,"Roberto Basili, Cristina Bosco, Rodolfo Delmonte, Alessandro Moschitti, Maria Simi",Springer,2015-01-26,NLP,4.55
2117,1681733048,Lifelong Machine Learning,,"Zhiyuan Chen, Bing Liu",Morgan & Claypool,2018-01-01,NLP,5.6
2118,9781460000000,Simply JavaScript,Everything You Need to Learn JavaScript From Scratch,"Kevin Yank, Cameron Adams",SitePoint,2007-06-21,NLP,4.22
2119,9783640000000,Essential Speech and Language Technology for Dutch,Results by the STEVIN-programme,"Peter Spyns, Jan Odijk",Springer Science & Business Media,2013-02-26,NLP,3.19
2120,UOM:39015024787544,Prolog for Natural Language Processing,,"Annie Gal, Patrick Saint-Dizier, Guy Lapalme, Harold Somers",Chichester [England] ; Toronto : Wiley,1991-07-18,NLP,6.9
2121,9783320000000,Arabic Language Processing: From Theory to Practice,"6th International Conference, ICALP 2017, Fez, Morocco, October 11–12, 2017, Proceedings","Abdelmonaime Lachkar, Karim Bouzoubaa, Azzedine Mazroui, Abdelfettah Hamdani, Abdelhak Lekhouaja",Springer,2018-02-01,NLP,7.3
2122,1800563353,Mastering SpaCy,An End-To-end Practical Guide to Implementing NLP Applications Using the Python Ecosystem,Duygu Altinok,Packt Publishing,2021-09-07,NLP,4.55
2123,9783030000000,Automatic Text Simplification,,Horacio Saggion,Springer Nature,2022-05-31,NLP,5.6
2124,UCAL:B4372836,Automated Language Processing,,H. Borko,New York : Wiley,1967-01-01,NLP,4.22
2125,9781400000000,"Advances and Innovations in Systems, Computing Sciences and Software Engineering",,Khaled Elleithy,Springer Science & Business Media,2007-08-28,NLP,3.19
2126,9781630000000,A Guide to the Project Management Body of Knowledge (PMBOK® Guide) – Seventh Edition and The Standard for Project Management (BRAZILIAN PORTUGUESE),,Project Management Institute Project Management Institute,Project Management Institute,2021-01-08,NLP,6.9
2127,9780130000000,Progress and Challenges in Precision Medicine,,"Mukesh Verma, Debmalya Barh",Academic Press,2016-12-22,NLP,7.3
2128,1484289307,Pro Deep Learning with TensorFlow 2.0,A Mathematical Approach to Advanced Artificial Intelligence in Python,Santanu Pattanayak,Apress,2023-01-01,NLP,4.55
2129,1003093450,Supervised Machine Learning for Text Analysis in R,,"Emil Hvitfeldt, Julia Sigle",CRC Press,2021-01-10,NLP,5.6
2130,1484249461,Mastering Machine Learning with Python in Six Steps,A Practical Implementation Guide to Predictive Data Analytics Using Python,Manohar Swamynathan,Apress,2019-02-10,NLP,4.22
2131,1681738139,Natural Language Processing for Social Media: Third Edition,,"Anna Atefeh Farzindar, Diana Inkpen",Synthesis Lectures on Human La,2020-10-04,NLP,3.19
2132,052142898X,Semantic Interpretation and the Resolution of Ambiguity,,Graeme Hirst,Cambridge University Press,1992-03-19,NLP,6.9
2133,9781640000000,Classic Computer Science Problems in Java,,David Kopec,Simon and Schuster,2020-12-21,NLP,7.3
2134,9781320000000,The Chemical Century,Molecular Manipulation and Its Impact on the 20th Century,Richard J. Sundberg,CRC Press,2017-03-31,NLP,4.55
2135,9781630000000,Semantic Similarity from Natural Language and Ontology Analysis,,"Sébastien Harispe, Sylvie Ranwez, Stefan Janaqi",Morgan & Claypool Publishers,2015-01-05,NLP,5.6
2136,3319136496,Nature-Inspired Computation and Machine Learning,"13th Mexican International Conference on Artificial Intelligence, MICAI2014, Tuxtla Gutiérrez, Mexico, November 16-22, 2014. Proceedings","Alexander Gelbukh, Félix Castro Espinoza, Sofía N. Galicia-Haro",Springer,2014-11-20,NLP,4.22
2137,9783030000000,Formalising Natural Languages: Applications to Natural Language Processing and Digital Humanities,"14th International Conference, NooJ 2020, Zagreb, Croatia, June 5–7, 2020, Revised Selected Papers","Božo Bekavac, Kristina Kocijan, Max Silberztein, Krešimir Šojat",Springer Nature,2021-03-03,NLP,3.19
2138,9781490000000,Head First Android Development,,"Dawn Griffiths, David Griffiths","""O'Reilly Media, Inc.""",2021-10-11,NLP,6.9
2139,9781460000000,Text Mining with MATLAB®,,Rafael E. Banchs,Springer Science & Business Media,2012-08-14,NLP,7.3
2140,9048175208,Agricultural Research Management,,"G. Loebenstein, G. Thottappilly",Springer,2010-10-19,NLP,4.55
2141,9780190000000,Pharmaceutical Medicine,,"Adrian Kilcoyne, Phil Ambery, Daniel OConnor",OUP Oxford,2013-05-23,NLP,5.6
2142,9811533563,Applications of Machine Learning,,"Prashant Johri, Jitendra Kumar Verma, Sudip Paul",Springer,2020-05-05,NLP,4.55
2143,9401051607,Connectionist Natural Language Processing,Readings from Connection Science,Noel Sharkey,Springer,2012-06-11,NLP,5.6
2144,1444390554,Linguistic Nativism and the Poverty of the Stimulus,,"Alexander Clark, Shalom Lappin",John Wiley & Sons,2010-12-21,NLP,4.22
2145,9781910000000,"Artificial Intelligence, Blockchain, and Virtual Worlds",The Impact of Converging Technologies On Authors and the Publishing Industry,Joanna Penn,The Creative Penn,2020-11-29,NLP,3.19
2146,3031010116,Introduction to Arabic Natural Language Processing,,Nizar Y. Habash,Springer,2010-08-27,NLP,6.9
2147,9783540000000,Natural Language Processing – IJCNLP 2005,"Second International Joint Conference, Jeju Island, Korea, October 11-13, 2005, Proceedings","Robert Dale, Kam-Fai Wong, Jian Su, Oi Yee Kwong",Springer Science & Business Media,2005-09-30,NLP,7.3
2148,9781120000000,The Handbook of Contemporary Semantic Theory,,"Shalom Lappin, Chris Fox",John Wiley & Sons,2015-07-29,NLP,4.55
2149,9781640000000,TensorFlow in Action,,Thushan Ganegedara,Simon and Schuster,2022-01-11,NLP,5.6
2150,1484234499,Advanced Data Analytics Using Python,"With Machine Learning, Deep Learning and NLP Examples",Sayan Mukhopadhyay,Apress,2018-03-29,NLP,4.22
2151,9789030000000,Studies in French Applied Linguistics,,Dalila Ayoun,John Benjamins Publishing,2008-10-29,NLP,3.19
2152,1484262727,Practical TensorFlow.js,Deep Learning in Web App Development,Juan De Dios Santos Rivera,Apress,2020-03-10,NLP,6.9
2153,9789810000000,Proceedings of 2021 Chinese Intelligent Systems Conference,Volume I,"Yingmin Jia, Weicun Zhang, Yongling Fu, Zhiyuan Yu, Song Zheng",Springer Nature,2021-07-10,NLP,7.3
2154,9783030000000,Formalizing Natural Languages: Applications to Natural Language Processing and Digital Humanities,"15th International Conference, NooJ 2021, Besançon, France, June 9–11, 2021, Revised Selected Papers","Magali Bigey, Annabel Richeton, Max Silberztein, Izabella Thomas",Springer Nature,2022-03-01,NLP,4.55
2155,9783540000000,Computational Linguistics and Intelligent Text Processing,"5th International Conference, CICLing 2004, Seoul, Korea, February 15-21, 2004, Proceedings",Alexander Gelbukh,Springer,2004-08-03,NLP,5.6
2156,9789810000000,Soft Computing and Signal Processing,"Proceedings of 3rd ICSCSP 2020, Volume 1","V. Sivakumar Reddy, V. Kamakshi Prasad, Jiacun Wang, K. T. V. Reddy",Springer Nature,2021-05-20,NLP,4.22
2157,9783960000000,Deep Learning illustriert,"Eine anschauliche Einführung in Machine Vision, Natural Language Processing und Bilderzeugung für Programmierer und Datenanalysten","Jon Krohn, Grant Beyleveld, Aglaé Bassens",dpunkt.verlag,2020-08-09,NLP,3.19
2158,103208748X,Natural Language Understanding and Cognitive Robotics,,MASAO. YOKOTA,CRC Press,2021-06-30,NLP,6.9
2159,9781350000000,Encyclopedia of Computer Science and Technology,,Phillip A. Laplante,CRC Press,2017-02-10,NLP,7.3
2160,9781000000000,IoT and AI Technologies for Sustainable Living,A Practical Handbook,"Abid Hussain, Garima Tyagi, Sheng-Lung Peng",CRC Press,2022-10-18,NLP,4.55
2161,9781120000000,Artificial Intelligent Techniques for Wireless Communication and Networking,,"R. Kanthavel, K. Anathajothi, S. Balamurugan, R. Karthik Ganesh",John Wiley & Sons,2022-03-22,NLP,5.6
2162,9781450000000,Mining the Social Web,"Data Mining Facebook, Twitter, LinkedIn, Google+, GitHub, and More",Matthew A. Russell,"""O'Reilly Media, Inc.""",2013-04-10,NLP,4.22
2163,123429013,Quality Control in the Food Industry,,S. M. Herschdoerfer,Academic Press,1985-01-01,NLP,3.19
2164,9789810000000,3D Imaging Technologies—Multidimensional Signal Processing and Deep Learning,"Methods, Algorithms and Applications, Volume 2","Lakhmi C. Jain, Roumen Kountchev, Yonghang Tai",Springer Nature,2021-08-29,NLP,6.9
2165,9789810000000,"Machine Learning, Deep Learning and Computational Intelligence for Wireless Communication",Proceedings of MDCWC 2020,E. S. Gopi,Springer Nature,2021-05-28,NLP,7.3
2166,9780190000000,The Oxford Handbook of Computational Linguistics,,Ruslan Mitkov,Oxford University Press,2022-05-23,NLP,4.55
2167,1484287533,Practical Business Analytics Using R and Python,Solve Business Problems Using a Data-driven Approach,"Umesh R. Hodeghatta, Umesha Nayak",Apress,2023-01-27,NLP,5.6
2168,9789810000000,Information Systems And Technologies For Network Society: Proceedings Of The Ipsj International Symposium,,"Kambayashi Yahiko, Masunaga Yoshifumi, Takizawa Makoto",World Scientific,1997-09-09,NLP,4.22
2169,9783110000000,The Structure of the Lexicon,Human versus Machine,Jürgen Handke,Walter de Gruyter,1995-01-01,NLP,3.19
2170,511519850,Building Natural Language Generation Systems,,"Ehud Reiter, Robert Dale",Cambridge University Press,2009-08-25,NLP,6.9
